system,brand,style,category,canonical_name,canonical_status,supplier_sku,description,size,colour,length_mm,tier2_ex_gst,tier2_inc_gst,carton_qty
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Monument,ratified,FNPMO21,Colorbond® CPost 2100 MONUMENT,2100,Monument,2100,8.26,9.09,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Ironstone,ratified,FNPIS21,Colorbond® CPost 2100 IRONSTONE,2100,Ironstone,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Evening Haze,ratified,FNPEH21,Colorbond® CPost 2100 EVENING HAZE,2100,Evening Haze,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Dune,ratified,FNPDU21,Colorbond® CPost 2100 DUNE,2100,Dune,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Domain,ratified,FNPDM21,Colorbond® CPost 2100 DOMAIN,2100,Domain,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Deep Ocean,ratified,FNPDO21,Colorbond® CPost 2100 DEEP OCEAN,2100,Deep Ocean,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Cottage Green,ratified,FNPCG21,Colorbond® CPost 2100 COTTAGE GREEN,2100,Cottage Green,2100,8.26,9.09,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Manor Red,ratified,FNPMR21,Colorbond® CPost 2100 MANOR RED,2100,Manor Red,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Woodland Grey,ratified,FNPWG21,Colorbond® CPost 2100 WOODLAND GREY,2100,Woodland Grey,2100,8.26,9.09,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2365mm Basalt,ratified,FRMBA23,Colorbond® Fence Rail 2365 BASALT,2365,Basalt,2365,8.44,9.28,144
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 3125mm Basalt,ratified,FRMBA31,Colorbond® Fence Rail 3125 BASALT,3125,Basalt,3125,11.15,12.27,48
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 1234mm Dune,ratified,,Test Created Product,1234,Dune,,8.44,9.28,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Basalt,ratified,CCAPBA,Coloured CPost Caps BASALT - Double/Full,,Basalt,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Wilderness,ratified,CCAPWI,Coloured CPost Caps WILDERNESS - Double/Full,,Wilderness,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Surfmist,ratified,CCAPSM,Coloured CPost Caps SURFMIST - Double/Full,,Surfmist,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Shale Grey,ratified,CCAPSG,Coloured CPost Caps SHALE GREY - Double/Full,,Shale Grey,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Riversand,ratified,CCAPRS,Coloured CPost Caps RIVERSAND - Double/Full,,Riversand,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Paperbark,ratified,CCAPPB,Coloured CPost Caps PAPERBARK - Double/Full,,Paperbark,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Pale Eucalypt,ratified,CCAPPE,Coloured CPost Caps PALE EUCALYPT - Double/Full,,Pale Eucalypt,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Night Sky,ratified,CCAPNS,Coloured CPost Caps NIGHT SKY - Double/Full,,Night Sky,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Monument,ratified,CCAPMO,Coloured CPost Caps MONUMENT - Double/Full,,Monument,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Manor Red,ratified,CCAPMR,Coloured CPost Caps MANOR RED - Double/Full,,Manor Red,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Jasper,ratified,CCAPJA,Coloured CPost Caps JASPER - Double/Full,,Jasper,60,2.22,2.44,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Ironstone,ratified,CCAPIS,Coloured CPost Caps IRONSTONE - Double/Full,,Ironstone,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Evening Haze,ratified,CCAPEH,Coloured CPost Caps EVENING HAZE - Double/Full,,Evening Haze,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Dune,ratified,CCAPDU,Coloured CPost Caps DUNE - Double/Full,,Dune,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Domain,ratified,CCAPDM,Coloured CPost Caps DOMAIN - Double/Full,,Domain,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Deep Ocean,ratified,CCAPDO,Coloured CPost Caps DEEP OCEAN - Double/Full,,Deep Ocean,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Cottage Green,ratified,CCAPCG,Coloured CPost Caps COTTAGE GREEN - Double/Full,,Cottage Green,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Blue Gum,ratified,CCAPBG,Coloured CPost Caps BLUE GUM - Double/Full,,Blue Gum,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Windspray,ratified,CCAPWS,Coloured CPost Caps WINDSPRAY - Double/Full,,Windspray,60,2.25,2.48,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Woodland Grey,ratified,CCAPWG,Coloured CPost Caps WOODLAND GREY - Double/Full,,Woodland Grey,60,2.25,2.48,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Monument,ratified,FNPMO30,Colorbond® CPost 3000 MONUMENT,3000,Monument,3000,11.8,12.98,48
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel Monument,ratified,,1800 Raked MONUMENT Colorbond Panel,,Monument,,92.1,101.31,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Monument,ratified,SKU-110425042828,1800 Raked Colorbond Panel 2365 with 2700 Posts MONUMENT,2365,Monument,,94.24,103.66,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2365mm Cottage Green,ratified,FRMCG23,Colorbond® Fence Rail 2365 COTTAGE GREEN,2365,Cottage Green,2365,8.49,9.34,0
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel Woodland Grey,ratified,,1800 Raked Colorbond Panel 2365 WOODLAND GREY,,Woodland Grey,,92.02,101.22,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel Monument,ratified,,1800 Stepped Colorbond Panel 2365 with 2700 posts Monument,,Monument,,85.06,93.57,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2100mm Monument,ratified,SKU-220425050931,2100 Standard Colorbond Panel 2365 MONUMENT,2100,Monument,2365,94.24,103.66,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel Monument,ratified,SKU-220425053402,1500 Standard Panel 2365 MONUMENT,,Monument,,78.51,86.36,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2365mm Manor Red,ratified,FRMMR23,Colorbond® Fence Rail 2365 MANOR RED,2365,Manor Red,2365,8.44,9.28,48
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 3125mm Manor Red,ratified,FRMMR31,Colorbond® Fence Rail 3125 MANOR RED,3125,Manor Red,3125,11.15,12.27,48
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2400mm Manor Red,ratified,FNPMR24,Colorbond® CPost 2400 MANOR RED,2400,Manor Red,2400,8.56,9.42,48
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel Woodland Grey,ratified,SKU-230425002624,1800 Colorbond Standard Panel 2365 WOODLAND GREY,,Woodland Grey,,82.9,91.19,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2100mm Dune,ratified,SKU-220425050931DUNE,2100 Standard Colorbond Panel 2365 DUNE,2100,Dune,2365,94.34,103.77,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel Woodland Grey,ratified,SKU-230425002624WG27,1800 Stepped Colorbond Panel 2365 with 2700 posts WOODLAND GREY,,Woodland Grey,,85.04,93.54,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel Woodland Grey,ratified,SKU-230425002624WG27R,1800 Raked Colorbond Panel 2365 with 2700 posts WOODLAND GREY,,Woodland Grey,,94.16,103.58,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel Basalt,ratified,SKU-230425002624BSTD,1800 Colorbond Standard Panel 2365 BASALT,,Basalt,,82.9,91.19,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel Basalt,ratified,SKU-230425002624BR,1800 Colorbond Raked Panel 2365 BASALT,,Basalt,,92.2,101.42,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm,ratified,SKU-230425015257DUNE,1500 Colorbond Standard Panel 2365,2365,,,79.36,87.3,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Basalt,ratified,SKU-230425002624BR2700,1800 Raked Colorbond Panel 2365 with 2700 Posts BASALT,2365,Basalt,,94.34,103.77,
colorbond,Metroll,Metzag profile,Infill Sheet,1490mm Metzag Colorbond Infill Sheet Manor Red,ratified,FZSMR15,Metzag Colorbond® Infill Sheet 1490 MANOR RED,1490,Manor Red,1490,15.03,16.53,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Basalt,ratified,SKU-230425002624BSTD2700,1800 Stepped Colorbond Panel 2365 with 2700 posts BASALT,2365,Basalt,,85.04,93.54,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Basalt,ratified,SKU-230425002624BSTD2100,2100 Colorbond Standard Panel 2365 BASALT,2365,Basalt,,94.34,103.77,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Basalt,ratified,SKU-230425002624BSTD21500,1500 Colorbond Standard Panel 2365 BASALT,2365,Basalt,,78.69,86.56,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Surfmist,ratified,SKU-230425002624SMstd1800,1800 Colorbond Std Panel 2365 SURFMIST,2365,Surfmist,,82.9,91.19,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Surfmist,ratified,SKU-230425002624SMR1800,1800 Colorbond Raked Panel 2365 SURFMIST,2365,Surfmist,,92.2,101.42,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Surfmist,ratified,SKU-230425002624SMR2700P,1800 Colorbond Raked Panel 2365 2700 Posts SURFMIST,2365,Surfmist,,94.34,103.77,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Dune,ratified,SKU-230425015257DUNEStd1800,1800 Colorbond Std Panel 2365 DUNE,2365,Dune,,82.9,91.19,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Dune,ratified,SKU-230425015257DUNER1800,1800 Colorbond Raked Panel 2365 DUNE,2365,Dune,,92.2,101.42,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Dune,ratified,SKU-230425015257DUNEStd2700P,1800 Colorbond Std Panel 2365 2700 POST DUNE,2365,Dune,,85.04,93.54,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Surfmist,ratified,SKU-230425002624SMSTD2700P,1800 Colorbond STD Panel 2365 2700 Posts SURFMIST,2365,Surfmist,,85.04,93.54,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Surfmist,ratified,SKU-230425002624SMSTD1500,1500 Colorbond STD Panel 2365 SURFMIST,2365,Surfmist,,78.51,86.36,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Surfmist,ratified,SKU-230425002624SMSTD2100,2100 Colorbond STD Panel 2365 SURFMIST,2365,Surfmist,,94.34,103.77,
colorbond,Metroll,Metzag profile,Infill Sheet,1790mm Metzag Colorbond Infill Sheet Deep Ocean,ratified,FZSDO17,Metzag Colorbond® Infill Sheet 1790 DEEP OCEAN,1790,Deep Ocean,1790,16.68,18.35,
colorbond,Metroll,Metzag profile,Infill Sheet,2090mm Metzag Colorbond Infill Sheet Deep Ocean,ratified,FZSDO21,Metzag Colorbond® Infill Sheet 2090 DEEP OCEAN,2090,Deep Ocean,2090,19.4,21.34,
colorbond,Metroll,Metzag profile,Infill Sheet,2390mm Metzag Colorbond Infill Sheet Dune,ratified,FZSDU24,Metzag Colorbond® Infill Sheet 2390 DUNE,2390,Dune,2390,24.0,26.4,
colorbond,Metroll,Metzag profile,Infill Sheet,2390mm Metzag Colorbond Infill Sheet Monument,ratified,FZSMO24,Metzag Colorbond® Infill Sheet 2390 MONUMENT,2390,Monument,2390,21.69,23.86,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2700mm Deep Ocean,ratified,FNPDO27,Colorbond® CPost 2700 DEEP OCEAN,2700,Deep Ocean,2700,9.63,10.59,48
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2365mm Deep Ocean,ratified,FRMDO23,Colorbond® Fence Rail 2365 DEEP OCEAN,2365,Deep Ocean,2365,8.44,9.28,0
colorbond,Metroll,Metzag profile,Infill Sheet,2390mm Metzag Colorbond Infill Sheet Deep Ocean,ratified,FZSDO24,Metzag Colorbond® Infill Sheet 2390 DEEP OCEAN,2390,Deep Ocean,2390,24.0,26.4,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2400mm Deep Ocean,ratified,FNPDO24,Colorbond® CPost 2400 DEEP OCEAN,2400,Deep Ocean,2400,8.56,9.42,0
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Deep Ocean,ratified,FNPDO30,Colorbond® CPost 3000 DEEP OCEAN,3000,Deep Ocean,3000,11.8,12.98,48
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 3125mm Deep Ocean,ratified,FRMDO31,Colorbond® Fence Rail 3125 DEEP OCEAN,3125,Deep Ocean,3125,11.15,12.27,0
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Deep Ocean,ratified,FZSDO12,Metzag Colorbond® Infill Sheet 1190 DEEP OCEAN,1190,Deep Ocean,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1490mm Metzag Colorbond Infill Sheet Deep Ocean,ratified,FZSDO15,Metzag Colorbond® Infill Sheet 1490 DEEP OCEAN,1490,Deep Ocean,1490,15.03,16.53,
colorbond,Metroll,Metzag profile,Infill Sheet,1790mm Metzag Colorbond Infill Sheet Windspray,ratified,FZSWS17,Metzag Colorbond® Infill Sheet 1790 WINDSPRAY,1790,Windspray,1790,18.09,19.9,48
colorbond,Metroll,Metzag profile,Infill Sheet,2090mm Metzag Colorbond Infill Sheet Windspray,ratified,FZSWS21,Metzag Colorbond® Infill Sheet 2090 WINDSPRAY,2090,Windspray,2090,19.93,21.92,100
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2400mm Windspray,ratified,FNPWS24,Colorbond® CPost 2400 WINDSPRAY,2400,Windspray,2400,8.56,9.42,48
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2700mm Windspray,ratified,FNPWS27,Colorbond® CPost 2700 WINDSPRAY,2700,Windspray,2700,10.62,11.68,0
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2365mm Windspray,ratified,FRMWS23,Colorbond® Fence Rail 2365 WINDSPRAY,2365,Windspray,2365,8.87,9.76,48
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 3125mm Windspray,ratified,FRMWS31,Colorbond® Fence Rail 3125 WINDSPRAY,3125,Windspray,3125,11.53,12.68,48
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Windspray,ratified,FMSWS18,Metline Colorbond® Infill Sheet 1790 WINDSPRAY,1790,Windspray,1790,16.3,17.93,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Windspray,ratified,FMSWS21,Metline Colorbond® Infill Sheet 2090 WINDSPRAY,2090,Windspray,2090,19.4,21.34,
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Windspray,ratified,FNSWS18,Trimclad Colorbond® Infill Sheet 1790 WINDSPRAY,1790,Windspray,1790,16.3,17.93,
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Windspray,ratified,FNSWS21,Trimclad Colorbond® Infill Sheet 2090 WINDSPRAY,2090,Windspray,2090,19.4,21.34,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2350mm Basalt,ratified,,Colorbond® Fence Rail BASALT 2350 - CUSTOM CUT,2350,Basalt,2350,8.44,9.28,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2350mm Night Sky,ratified,,Colorbond® Fence Rail NIGHT SKY 2350 - CUSTOM CUT,2350,Night Sky,,8.45,9.29,144
colorbond,Metroll,Infill,Infill Sheet,2390mm Colorbond Infill Sheet Basalt,ratified,FNSBA24,Trimclad Colorbond® Infill Sheet 2390 BASALT,2390,Basalt,2390,24.0,26.4,
colorbond,Metroll,Infill,Infill Sheet,2390mm Colorbond Infill Sheet Domain,ratified,FNSDM24,Trimclad Colorbond® Infill Sheet 2390 DOMAIN,2390,Domain,2390,24.0,26.4,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2350mm Monument,ratified,,Colorbond® Fence Rail MONUMENT 2350 - CUSTOM CUT,2350,Monument,2350,8.44,9.28,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Night Sky,ratified,FNPNS30,Colorbond® CPost 3000 NIGHT SKY,3000,Night Sky,3000,11.8,12.98,48
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Domain,ratified,,1800 Standard Colorbond® Panel 2365 DOMAIN,2365,Domain,2.35,82.9,91.19,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Monument,ratified,FZSMO11,Metzag Colorbond® Infill Sheet 1190 MONUMENT,1190,Monument,1190,12.03,13.23,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Basalt,ratified,FZSBA12,Metzag Colorbond® Infill Sheet 1190 BASALT,1190,Basalt,1190,12.01,13.21,
colorbond,Metroll,Gate,Gate,3125 Colorbond Gate Cottage Green,ratified,,1800 Standard Colorbond® Panel 3125 Cottage Green,3125,Cottage Green,3.13,104.62,115.08,
colorbond,Metroll,ZZ - Other,ZZ - Other,Colorbond ZZ - Other,ratified,,Metroll Misc 1,,,,0.0,0.0,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 3100mm Monument,ratified,,Colorbond® Fence Rail MONUMENT 3100 - CUSTOM CUT,3100,Monument,3100,8.44,9.28,
colorbond,Metroll,Metzag profile,Infill Sheet,1790mm Metzag Colorbond Infill Sheet Jasper,ratified,FZSJA17,Metzag Colorbond® Infill Sheet 1790 JASPER,1790,Jasper,1790,18.09,19.9,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2365mm Jasper,ratified,FRMJA23,Colorbond® Fence Rail 2365 JASPER,2365,Jasper,2365,8.76,9.64,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2400mm Jasper,ratified,FNPJA24,Colorbond® CPost 2400 JASPER,2400,Jasper,2400,9.44,10.38,48
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 3125mm Jasper,ratified,FRMJA31,Colorbond® Fence Rail 3125 JASPER,3125,Jasper,3125,12.3,13.53,48
colorbond,Metroll,Gate,Gate,3125 Colorbond Gate Basalt,ratified,,1800 Standard Colorbond® Panel 3125 BASALT,3125,Basalt,3.13,104.62,115.08,
colorbond,Metroll,Gate,Gate,3125 Colorbond Gate Basalt,ratified,,1500 Standard Colorbond® Panel 3125 BASALT,3125,Basalt,3.13,99.2,109.12,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Woodland Grey,ratified,FZSWG12,Metzag Colorbond® Infill Sheet 1190 WOODLAND GREY,1190,Woodland Grey,1190,12.03,13.23,
colorbond,Metroll,Full panel,Full panel,Colorbond Pre-Made Panel 2365mm Cottage Green,ratified,SKU-230425015258,1800 Colorbond Std Panel 2365 COTTAGE GREEN,2365,Cottage Green,1800,83.0,91.3,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2700mm Manor Red,ratified,FNPMR27,Colorbond® CPost 2700 MANOR RED,2700,Manor Red,2700,9.63,10.59,
colorbond,Metroll,Metzag profile,Infill Sheet,mm Metzag Colorbond Infill Sheet Surfmist,ratified,FZSSM24,Metzag Colorbond® Infill Sheet 2390 SURFMIST,,Surfmist,2390,24.0,26.4,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Cottage Green,ratified,FZSCG12,Metzag Colorbond® Infill Sheet 1190 COTTAGE GREEN,1190,Cottage Green,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Domain,ratified,FZSDM12,Metzag Colorbond® Infill Sheet 1190 DOMAIN,1190,Domain,1190,12.03,13.23,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Dune,ratified,FZSDU12,Metzag Colorbond® Infill Sheet 1190 DUNE,1190,Dune,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Evening Haze,ratified,FZSEH12,Metzag Colorbond® Infill Sheet 1190 EVENING HAZE,1190,Evening Haze,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Ironstone,ratified,FZSIS12,Metzag Colorbond® Infill Sheet 1190 IRONSTONE,1190,Ironstone,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Pale Eucalypt,ratified,FZSPE12,Metzag Colorbond® Infill Sheet 1190 PALE EUCALYPT,1190,Pale Eucalypt,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Paperbark,ratified,FZSPB12,Metzag Colorbond® Infill Sheet 1190 PAPERBARK,1190,Paperbark,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Riversand,ratified,FZSRS12,Metzag Colorbond® Infill Sheet 1190 RIVERSAND,1190,Riversand,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Shale Grey,ratified,FZSSG12,Metzag Colorbond® Infill Sheet 1190 SHALE GREY,1190,Shale Grey,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Surfmist,ratified,FZSSM12,Metzag Colorbond® Infill Sheet 1190 SURFMIST,1190,Surfmist,1190,12.03,13.23,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Wilderness,ratified,FZSWI12,Metzag Colorbond® Infill Sheet 1190 WILDERNESS,1190,Wilderness,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Windspray,ratified,FZSWS12,Metzag Colorbond® Infill Sheet 1190 WINDSPRAY,1190,Windspray,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Manor Red,ratified,FZSMR12,Metzag Colorbond® Infill Sheet 1190 MANOR RED,1190,Manor Red,1190,12.01,13.21,
colorbond,Metroll,Metzag profile,Infill Sheet,1190mm Metzag Colorbond Infill Sheet Jasper,ratified,FZSJA12,Metzag Colorbond® Infill Sheet 1190 JASPER,1190,Jasper,1190,12.01,13.21,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Windspray,ratified,FNPWS21,Colorbond® CPost 2100 WINDSPRAY,2100,Windspray,2100,8.27,9.1,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 3100mm Night Sky,ratified,,Colorbond® Fence Rail NIGHT SKY 3100 - CUSTOM CUT,3100,Night Sky,,12.3,13.53,
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Jasper,ratified,FMSJA18,Metline Colorbond® Infill Sheet 1790 JASPER,1790,Jasper,1790,18.09,19.9,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Jasper,ratified,FMSJA21,Metline Colorbond® Infill Sheet 2090 JASPER,2090,Jasper,2090,19.4,21.34,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2700mm Jasper,ratified,FNPJA27,Colorbond® CPost 2700 JASPER,2700,Jasper,2700,10.01,11.01,
colorbond,Metroll,Metzag profile,Infill Sheet,mm Metzag Colorbond Infill Sheet Woodland Grey,ratified,FZSWG24,Metzag Colorbond® Infill Sheet 2390 WOODLAND GREY,,Woodland Grey,2390,24.0,26.4,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Paperbark,ratified,FNPPB30,Colorbond® CPost 3000 PAPERBARK,3000,Paperbark,3000,11.8,12.98,
colorbond,Metroll,Metline profile,Infill Sheet,1190mm Metline Colorbond Infill Sheet Windspray,ratified,FMSWS12,Metline Colorbond® Infill Sheet 1190 WINDSPRAY,1190,Windspray,1190,12.01,13.21,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Windspray,ratified,FMSWS15,Metline Colorbond® Infill Sheet 1490 WINDSPRAY,1490,Windspray,1490,15.03,16.53,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Basalt,ratified,FNPBA30,Colorbond® CPost 3000 BASALT,3000,Basalt,3000,11.77,12.95,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Cottage Green,ratified,FNPCG30,Colorbond® CPost 3000 COTTAGE GREEN,3000,Cottage Green,3000,11.77,12.95,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Domain,ratified,FNPDM30,Colorbond® CPost 3000 DOMAIN,3000,Domain,3000,11.77,12.95,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Dune,ratified,FNPDU30,Colorbond® CPost 3000 DUNE,3000,Dune,3000,11.77,12.95,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Evening Haze,ratified,FNPEH30,Colorbond® CPost 3000 EVENING HAZE,3000,Evening Haze,3000,11.77,12.95,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Ironstone,ratified,FNPIS30,Colorbond® CPost 3000 IRONSTONE,3000,Ironstone,3000,11.77,12.95,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Pale Eucalypt,ratified,FNPPE30,Colorbond® CPost 3000 PALE EUCALYPT,3000,Pale Eucalypt,3000,11.77,12.95,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Shale Grey,ratified,FNPSG30,Colorbond® CPost 3000 SHALE GREY,3000,Shale Grey,3000,11.77,12.95,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Surfmist,ratified,FNPSM30,Colorbond® CPost 3000 SURFMIST,3000,Surfmist,3000,11.8,12.98,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail 2350mm Woodland Grey,ratified,,Colorbond® Fence Rail WOODLAND GREY 2350 - CUSTOM CUT,2350,Woodland Grey,,8.44,9.28,
